Profile Name,Channel,Campaign Name,Ad Group,Keyword,Match Type,Keyword Status,Bid,Quality Score,Impressions,Clicks,Conversions,Cost,Avg CPC,Revenue,Avg Pos.
Gotham Stay,Google,TM - elite Passport,GP_Exact,Gotham membership program,Exact,Active,0.5,6.3,7,3,0,0.23,0.1,0,0.9
Gotham Stay,bing,TM - elite Passport,GP_Exact,Gotham membership rewards,Exact,Active,1.8,0,15,7,0,4.32,0.6,0,1
Gotham Stay,bing,TM - elite Passport,GP_Phrase,Gotham membership rewards,Phrase,Active,0.6,0,1,0,0,0,0,0,1
Gotham Stay,Google,TM - elite Passport,GP_Exact,Gotham membership rewards,Exact,Active,0,9.3,91,31,4,19.35,0.6,368.1,1.6
Gotham Stay,Google,TM - elite Passport,GP_Phrase,Gotham membership rewards,Phrase,Active,0.5,9.1,3,1,0,0.06,0,0,1.6
Gotham Stay,Google,Blog - Gotham Blog,News,Gotham news,Exact,Active,1.8,3.4,211,11,0,6.51,0.5,0,0.9
Gotham Stay,Google,Blog - Gotham Blog,News,Gotham news,Phrase,Active,2,3.4,123,8,0,7.6,0.9,0,0.9
Gotham Stay,Google,LOC-non-Gotham - Info,Gotham Hotel Stay,Gotham official site,Phrase,Active,1.8,7,14,6,0,0.34,0,0,1
Gotham Stay,bing,LOC-non-Gotham - Packages,Gotham Package,Gotham package,Phrase,Active,2,0,7,1,0,0.13,0.1,0,1
Gotham Stay,Google,LOC-non-Gotham - Packages,Gotham Package,Gotham package,Phrase,Active,2.8,6.9,26,6,0,3.58,0.6,0,1.4
Gotham Stay,bing,LOC-non-Gotham - Packages,Gotham Package Deals,Gotham package deal,Phrase,Active,2,0,5,0,0,0,0,0,1.3
Gotham Stay,bing,LOC-non-Gotham - Packages,Gotham Packages,Gotham packages,Phrase,Active,1.6,0,28,4,0,0.91,0.2,0,1
Gotham Stay,Google,LOC-non-Gotham - Packages,Gotham Packages,Gotham packages,Phrase,Active,1.2,8.2,22,7,0,0.4,0,0,1.1
Gotham Stay,bing,TM - elite Passport,GP_Exact,Gotham passport,Exact,Active,0.1,0,552,117,9,23.53,0.2,1236.6,0.9
Gotham Stay,bing,TM - elite Passport,GP_Phrase,Gotham passport,Phrase,Active,1.6,0,384,85,8,12.14,0.1,4297.5,1.1
Gotham Stay,Google,TM - elite Passport,GP_Exact,Gotham passport,Exact,Active,0.4,8.3,4348,1158,63,58.41,0,20184.7,1
Gotham Stay,Google,TM - elite Passport,GP_Phrase,Gotham passport,Phrase,Active,0,7.5,485,74,1,11.88,0.1,0,1
Gotham Stay,bing,TM - elite Passport,GP_Exact,Gotham passport elite,Exact,Active,4.5,0,99,15,0,2.33,0.1,0,0.9
Gotham Stay,bing,TM - elite Passport,GP_Phrase,Gotham passport elite,Phrase,Active,0.5,0,7,2,0,0.34,0.2,0,1.1
Gotham Stay,Google,TM - elite Passport,GP_Exact,Gotham passport elite,Exact,Active,1.4,8,85,23,0,0.47,0,0,1
Gotham Stay,Google,TM - elite Passport,GP_Phrase,Gotham passport elite,Phrase,Active,0.5,7.7,26,9,2,0.14,0,195.1,1
Gotham Stay,bing,TM - elite Passport,GP_Exact,Gotham passport login,Exact,Active,1.3,0,7,2,0,0.35,0.2,0,1
Gotham Stay,bing,TM - elite Passport,GP_Phrase,Gotham passport login,Phrase,Active,0.6,0,1,1,0,0.15,0.1,0,1
Gotham Stay,Google,TM - elite Passport,GP_Exact,Gotham passport login,Exact,Active,0.1,8.1,151,39,4,0.61,0,418.6,1
Gotham Stay,Google,TM - elite Passport,GP_Phrase,Gotham passport login,Phrase,Active,0.5,8.4,1,0,0,0,0,0,0.9
Gotham Stay,bing,TM - elite Passport,GP_Exact,Gotham passport membership,Exact,Active,1.1,0,2,0,0,0,0,0,1
Gotham Stay,bing,TM - elite Passport,GP_Phrase,Gotham passport membership,Phrase,Active,0.5,0,1,0,0,0,0,0,0.9
Gotham Stay,Google,TM - elite Passport,GP_Exact,Gotham passport membership,Exact,Active,0.7,8,11,3,0,0.13,0,0,0.9
Gotham Stay,Google,TM - elite Passport,GP_Phrase,Gotham passport membership,Phrase,Active,10,8.3,21,3,1,0.26,0.1,2693.6,0.9
Gotham Stay,bing,TM - elite Passport,GP_Phrase,Gotham passport promo,Phrase,Active,0.6,0,1,0,0,0,0,0,0.9
Gotham Stay,Google,TM - elite Passport,GP_Exact,Gotham passport promo,Exact,Active,0.9,6.9,4,0,0,0,0,0,0.9
Gotham Stay,Google,TM - elite Passport,GP_Phrase,Gotham passport promo,Phrase,Active,0.4,5.6,3,0,0,0,0,0,1
Gotham Stay,bing,TM - elite Passport,GP_Exact,Gotham passport reward,Exact,Active,1.2,0,1,1,0,0.04,0,0,0.9
Gotham Stay,bing,TM - elite Passport,GP_Phrase,Gotham passport reward,Phrase,Active,0.5,0,2,1,0,0.04,0,0,1
Gotham Stay,Google,TM - elite Passport,GP_Exact,Gotham passport reward,Exact,Active,1.2,9.5,3,0,0,0,0,0,0.9
Gotham Stay,bing,TM - elite Passport,GP_Exact,Gotham passport rewards,Exact,Active,1.6,0,17,9,1,1.32,0.1,172.5,1
Gotham Stay,bing,TM - elite Passport,GP_Phrase,Gotham passport rewards,Phrase,Active,0.5,0,4,1,0,0.18,0.2,0,1
Gotham Stay,Google,TM - elite Passport,GP_Exact,Gotham passport rewards,Exact,Active,0.1,8.5,72,33,2,0.7,0,356.6,0.9
Gotham Stay,Google,TM - elite Passport,GP_Phrase,Gotham passport rewards,Phrase,Active,0.4,9.2,3,0,0,0,0,0,1
Gotham Stay,Google,Gen - PV - Brand Video 2012,Gotham Place,Gotham place,Phrase,Active,2.9,9.5,3740,313,5,34.32,0.1,470.9,0.9
Gotham Stay,Google,TM - elite Passport,GP_Exact,Gotham place bonus points,Exact,Active,0.8,5.9,8,1,0,0.16,0.2,0,1
Gotham Stay,Google,TM - elite Passport,GP_Exact,Gotham place elite status,Exact,Active,1.1,5.6,2,0,0,0,0,0,1
Gotham Stay,bing,TM - elite Passport,GP_Exact,Gotham place free nights,Exact,Active,1.3,0,2,0,0,0,0,0,1
Gotham Stay,Google,TM - elite Passport,GP_Exact,Gotham place free nights,Exact,Active,1.2,6,1,0,0,0,0,0,0.9
Gotham Stay,Google,TM - elite Passport,GP_Phrase,Gotham place free nights,Phrase,Active,0.3,6,1,0,0,0,0,0,1
Gotham Stay,bing,TM - elite Passport,GP_Exact,Gotham place elite,Exact,Active,1,0,2,1,0,0.06,0.1,0,1
Gotham Stay,Google,TM - elite Passport,GP_Exact,Gotham place elite,Exact,Active,0.2,8.3,5,2,0,0.02,0,0,1
Gotham Stay,Google,TM - elite Passport,GP_Phrase,Gotham place elite,Phrase,Active,2.1,7.9,22,4,1,0.36,0.1,323.5,1
Gotham Stay,bing,TM - elite Passport,GP_Exact,Gotham place elite passport,Exact,Active,1,0,23,8,0,0.82,0.1,0,0.9
Gotham Stay,bing,TM - elite Passport,GP_Phrase,Gotham place elite passport,Phrase,Active,0.6,0,3,0,0,0,0,0,1
Gotham Stay,Google,TM - elite Passport,GP_Exact,Gotham place elite passport,Exact,Active,0.1,8.5,35,14,2,0.2,0,92.8,0.9
Gotham Stay,Google,TM - elite Passport,GP_Phrase,Gotham place elite passport,Phrase,Active,0,9.2,8,5,3,0.21,0,131.7,0.9
Gotham Stay,Google,Gen - PV - Brand Video 2012,Gotham Place,Gotham place hotel,Phrase,Active,3,9.8,16,1,0,0.02,0,0,1
Gotham Stay,bing,TM - elite Passport,GP_Exact,Gotham place loyalty program,Exact,Active,1,0,4,1,0,0.25,0.3,0,1
Gotham Stay,bing,TM - elite Passport,GP_Exact,Gotham place passport,Exact,Active,1,0,4,3,0,0.33,0.1,0,0.9
Gotham Stay,Google,TM - elite Passport,GP_Exact,Gotham place passport,Exact,Active,0.9,9.9,4,1,0,0.01,0,0,0.9
Gotham Stay,Google,TM - elite Passport,GP_Phrase,Gotham place passport,Phrase,Active,0.5,9.8,2,1,0,0.01,0,0,0.9
Gotham Stay,bing,TM - elite Passport,GP_Exact,Gotham place points,Exact,Active,1.1,0,6,1,0,0.16,0.2,0,0.9
Gotham Stay,bing,TM - elite Passport,GP_Phrase,Gotham place points,Phrase,Active,0.6,0,1,0,0,0,0,0,0.9
Gotham Stay,Google,TM - elite Passport,GP_Exact,Gotham place points,Exact,Active,1,5.7,23,9,0,0.5,0.1,0,1
Gotham Stay,Google,TM - elite Passport,GP_Phrase,Gotham place points,Phrase,Active,0.4,5.7,4,0,0,0,0,0,0.9
Gotham Stay,bing,TM - elite Passport,GP_Exact,Gotham place reward points,Exact,Active,1.7,0,1,0,0,0,0,0,1
Gotham Stay,Google,TM - elite Passport,GP_Exact,Gotham place reward points,Exact,Active,0.9,6.6,8,1,0,0.04,0,0,0.9
Gotham Stay,Google,TM - elite Passport,GP_Phrase,Gotham place reward points,Phrase,Active,0.9,6.8,1,0,0,0,0,0,1
Gotham Stay,bing,TM - elite Passport,GP_Exact,Gotham place reward program,Exact,Active,1.2,0,5,1,0,0.19,0.2,0,1.1
Gotham Stay,bing,TM - elite Passport,GP_Phrase,Gotham place reward program,Phrase,Active,1,0,11,1,5,0.15,0.1,690.9,1.1
Gotham Stay,Google,TM - elite Passport,GP_Exact,Gotham place reward program,Exact,Active,0.8,7.3,21,7,0,0.53,0.1,0,0.9
Gotham Stay,Google,TM - elite Passport,GP_Phrase,Gotham place reward program,Phrase,Active,0.7,9.5,7,1,0,0.48,0.4,0,1
Gotham Stay,bing,TM - elite Passport,GP_Exact,Gotham place rewards,Exact,Active,1.6,0,33,17,1,2.55,0.1,92.7,0.9
Gotham Stay,bing,TM - elite Passport,GP_Phrase,Gotham place rewards,Phrase,Active,0.6,0,3,0,0,0,0,0,1
Gotham Stay,Google,TM - elite Passport,GP_Exact,Gotham place rewards,Exact,Active,0.1,8.2,29,16,3,0.44,0,201.8,1
Gotham Stay,Google,TM - elite Passport,GP_Phrase,Gotham place rewards,Phrase,Active,0.7,7.7,11,4,0,0.44,0.1,0,1.1
Gotham Stay,Google,Gen - PV - Brand Video 2012,Gotham Place,Gotham place room,Phrase,Active,2.6,8.6,7,0,0,0,0,0,0.9
Gotham Stay,bing,TM - elite Passport,GP_Exact,Gotham points,Exact,Active,0.4,0,228,39,1,5.73,0.2,708.1,1
Gotham Stay,bing,TM - elite Passport,GP_Phrase,Gotham points,Phrase,Active,1.1,0,259,12,0,2.67,0.2,0,1.3
Gotham Stay,Google,TM - elite Passport,GP_Exact,Gotham points,Exact,Active,0.1,6.6,2110,341,8,19.88,0.1,2625.2,1
Gotham Stay,Google,TM - elite Passport,GP_Phrase,Gotham points,Phrase,Active,0.5,6.4,2234,34,4,11.77,0.3,417.9,1.4
Gotham Stay,bing,TM - elite Passport,GP_Exact,Gotham points redemption,Exact,Active,1.1,0,13,2,0,0.62,0.2,0,0.9
Gotham Stay,bing,TM - elite Passport,GP_Phrase,Gotham points redemption,Phrase,Active,0.5,0,3,0,0,0,0,0,1
Gotham Stay,Google,TM - elite Passport,GP_Exact,Gotham points redemption,Exact,Active,3,6.9,86,16,0,2.33,0.1,0,0.9
Gotham Stay,Google,TM - elite Passport,GP_Phrase,Gotham points redemption,Phrase,Active,0.2,6.8,28,1,0,0.14,0.2,0,1.6
Gotham Stay,bing,TM - elite Passport,GP_Exact,Gotham points rewards,Exact,Active,0.9,0,16,3,0,0.31,0.1,0,1
Gotham Stay,bing,TM - elite Passport,GP_Phrase,Gotham points rewards,Phrase,Active,0.5,0,2,1,0,0.08,0.1,0,0.9
Gotham Stay,Google,TM - elite Passport,GP_Exact,Gotham points rewards,Exact,Active,1.6,9.5,15,2,0,0.02,0,0,1
Gotham Stay,bing,TM - elite Passport,GP_Exact,Gotham preferred guest,Exact,Active,4.4,0,5,3,1,0.55,0.2,278,1
Gotham Stay,bing,TM - elite Passport,GP_Phrase,Gotham preferred guest,Phrase,Active,0.5,0,1,1,0,0.04,0,0,1
Gotham Stay,Google,TM - elite Passport,GP_Exact,Gotham preferred guest,Exact,Active,0.4,6.9,40,19,1,1.5,0.1,0,1
Gotham Stay,bing,LOC-non-Gotham - Info,Gotham PR,Gotham press release,Exact,Active,2.2,0,8,1,0,0.18,0.2,0,1.1
Gotham Stay,Google,LOC-non-Gotham - Info,Gotham PR,Gotham press release,Exact,Active,1.8,3.8,31,3,0,1.6,0.5,0,1.3
Gotham Stay,bing,LOC-non-Gotham - Info,Gotham PR,Gotham press room,Exact,Active,2.1,0,4,1,0,0.25,0.3,0,1.6
Gotham Stay,Google,LOC-non-Gotham - Info,Gotham PR,Gotham press room,Exact,Active,1.6,3.9,64,5,0,2.8,0.6,0,1
Gotham Stay,bing,LOC-non-Gotham - Rates,Gotham Prices,Gotham prices,Phrase,Active,2.2,0,16,3,0,1.11,0.4,0,0.9
Gotham Stay,Google,TOL LOC-non-Gotham - Rates,Gotham Prices,Gotham prices,Phrase,Active,1.6,7.2,106,1,0,0.97,1,0,1
Gotham Stay,Google,LOC-non-Gotham - Rates,Gotham Prices,Gotham prices,Phrase,Active,1.2,6.4,44,11,0,0.81,0.1,0,1
Gotham Stay,bing,LOC-Gotham Leisure,Gotham Leisure_Exact,Gotham promotion,Exact,Active,0.4,0,39,5,0,0.83,0.2,0,1.1
Gotham Stay,bing,LOC-Gotham Leisure,Gotham Leisure_Phrase,Gotham promotion,Phrase,Active,0.3,0,14,1,0,0.24,0.2,0,2.1
Gotham Stay,Google,LOC-Gotham Leisure,Gotham Leisure_Exact,Gotham promotion,Exact,Active,0.6,6,195,8,0,3.29,0.4,0,1
Gotham Stay,Google,LOC-Gotham Leisure,Gotham Leisure_Phrase,Gotham promotion,Phrase,Active,0.7,5.5,143,9,1,5.68,0.5,1240.2,2.7
Gotham Stay,bing,TM - elite Passport,GP_Exact,Gotham promotions,Exact,Active,0,0,71,9,2,2.24,0.2,579.4,1
Gotham Stay,bing,TM - elite Passport,GP_Phrase,Gotham promotions,Phrase,Active,0.5,0,31,5,0,1.44,0.3,0,1.3
Gotham Stay,Google,TM - elite Passport,GP_Exact,Gotham promotions,Exact,Active,5.3,4.2,652,35,3,17.96,0.5,1491.4,1
Gotham Stay,Google,TM - elite Passport,GP_Phrase,Gotham promotions,Phrase,Active,0.6,4.4,67,2,1,0.81,0.5,810.1,3.8
Gotham Stay,bing,LOC-non-Gotham - Spa,Gotham Pure Spa,Gotham pure,Phrase,Active,2.2,0,68,1,0,0.44,0.4,0,1
Gotham Stay,Google,TOL LOC-non-Gotham - Spa,Gotham Pure Spa,Gotham pure,Phrase,Active,0.5,6.4,7,0,0,0,0,0,1.2
Gotham Stay,Google,LOC-non-Gotham - Spa,Gotham Pure Spa,Gotham pure,Phrase,Active,1.9,6.8,445,6,0,1.35,0.2,0,1.1
Gotham Stay,bing,LOC-non-Gotham - Spa,Gotham Pure Spa,Gotham pure spa,Phrase,Active,2.2,0,16,0,0,0,0,0,1
Gotham Stay,Google,TOL LOC-non-Gotham - Spa,Gotham Pure Spa,Gotham pure spa,Phrase,Active,0.4,2.5,1,0,0,0,0,0,0.9
Gotham Stay,Google,LOC-non-Gotham - Spa,Gotham Pure Spa,Gotham pure spa,Phrase,Active,1.5,6.3,348,5,0,0.61,0.1,0,1.1
Gotham Stay,bing,LOC-non-Gotham - Spa,Gotham Pure Spa,Gotham pure spas,Phrase,Active,2,0,13,0,0,0,0,0,1
Gotham Stay,Google,TOL LOC-non-Gotham - Spa,Gotham Pure Spa,Gotham pure spas,Phrase,Active,0.5,8.4,4,0,0,0,0,0,0.9
Gotham Stay,Google,LOC-non-Gotham - Spa,Gotham Pure Spa,Gotham pure spas,Phrase,Active,1.6,7,34,8,0,1.19,0.1,0,1
Gotham Stay,bing,LOC-non-Gotham - Rates,Gotham Rate,Gotham rate,Phrase,Active,2.5,0,14,1,0,0.63,0.6,0,1
Gotham Stay,Google,TOL LOC-non-Gotham - Rates,Gotham Rate,Gotham rate,Phrase,Active,0.7,6.7,2,0,0,0,0,0,1
Gotham Stay,Google,LOC-non-Gotham - Rates,Gotham Rate,Gotham rate,Phrase,Active,1.5,5.5,33,4,1,3.84,0.9,218.2,1.1
Gotham Stay,bing,LOC-non-Gotham - Rates,Gotham Rates,Gotham rates,Phrase,Active,2.1,0,9,1,0,0.19,0.2,0,1
Gotham Stay,Google,TOL LOC-non-Gotham - Rates,Gotham Rates,Gotham rates,Phrase,Active,2,6.4,62,1,0,0.37,0.3,0,1
Gotham Stay,Google,LOC-non-Gotham - Rates,Gotham Rates,Gotham rates,Phrase,Active,1.3,6.3,35,7,0,1.43,0.2,0,1
Gotham Stay,Google,LOC-non-Gotham Regency - Search,Gotham Regency - Search,Gotham re,Phrase,Active,0.4,6.4,264,36,1,2.54,0.1,146.1,0.9
Gotham Stay,Google,TOL LOC-non-Gotham Regency - Mobile,Gotham Regancy,Gotham regancy,Exact,Active,0.9,6.1,78,1,0,0.26,0.3,0,0.9
Gotham Stay,Google,LOC-non-Gotham Regency - Search,Gotham Regency - Search,Gotham regancy,Exact,Active,1.3,6.7,295,44,2,2.57,0.1,1096.8,1
Gotham Stay,Google,TOL LOC-non-Gotham Regency - Mobile,Gotham Regancy Hotel,Gotham regancy hotel,Exact,Active,0.9,7.5,9,0,0,0,0,0,1
Gotham Stay,Google,LOC-non-Gotham Regency - Search,Gotham Regency - Search,Gotham regancy hotel,Exact,Active,1.3,5.9,16,3,0,0.22,0,0,1
Gotham Stay,Google,LOC-non-Gotham Regency - Search,Gotham Regency - Search,Gotham regecny,Phrase,Active,2.1,6.4,58,2,0,0.29,0.1,0,1
Gotham Stay,bing,LOC-non-Gotham Regency - Search,Gotham Regency - Search,Gotham regency,Exact,Active,0.7,0,9325,946,40,242.89,0.2,16043.6,1.1
Gotham Stay,Google,TOL LOC-non-Gotham Regency - Mobile,Gotham Regency,Gotham regency,Exact,Active,1.3,4.8,11010,193,0,161.63,0.7,0,1
Gotham Stay,Google,Gen - PV - Brand Video 2012,Gotham Regency,Gotham regency,Phrase,Active,2.8,9.2,3027,87,0,5.04,0.1,0,1
Gotham Stay,Google,LOC-non-Gotham Regency - Search,Gotham Regency - Search,Gotham regency,Exact,Active,0.5,6.1,83867,11160,326,907,0.1,149502.8,1
Gotham Stay,bing,LOC-Gotham Leisure,Gotham Leisure_Exact,Gotham regency deals,Exact,Active,0.4,0,7,2,0,0.38,0.2,0,1.7
Gotham Stay,bing,LOC-Gotham Leisure,Gotham Leisure_Phrase,Gotham regency deals,Phrase,Active,0.4,0,3,1,0,0.23,0.2,0,3.9
Gotham Stay,Google,LOC-Gotham Leisure,Gotham Leisure_Exact,Gotham regency deals,Exact,Active,0.7,7,62,8,0,4.08,0.5,0,1.9
Gotham Stay,Google,LOC-Gotham Leisure,Gotham Leisure_Phrase,Gotham regency deals,Phrase,Active,0.7,6.1,20,2,0,0.94,0.5,0,4.3
Gotham Stay,Google,TOL LOC-non-Gotham Regency - Mobile,Gotham Regency Downtown,Gotham regency downtown,Exact,Active,0.9,4.8,182,1,0,0.38,0.4,0,0.9
Gotham Stay,bing,TM - elite Passport,GP_Exact,Gotham regency free nights,Exact,Active,1.3,0,3,1,0,0.06,0.1,0,1
Gotham Stay,Google,TM - elite Passport,GP_Exact,Gotham regency free nights,Exact,Active,0.8,6.8,6,1,0,0.05,0,0,0.9
Gotham Stay,Google,TM - elite Passport,GP_Phrase,Gotham regency free nights,Phrase,Active,0.4,6.6,2,0,0,0,0,0,3.7
Gotham Stay,bing,TM - elite Passport,GP_Exact,Gotham regency elite card,Exact,Active,9,0,3,2,1,0.29,0.1,664.1,1
Gotham Stay,bing,TM - elite Passport,GP_Phrase,Gotham regency elite card,Phrase,Active,0.5,0,1,1,0,0.22,0.2,0,0.9
Gotham Stay,Google,TM - elite Passport,GP_Exact,Gotham regency elite card,Exact,Active,0.5,6.9,15,4,0,0.15,0,0,1
Gotham Stay,bing,TM - elite Passport,GP_Exact,Gotham regency elite passport,Exact,Active,0.9,0,35,17,1,2.17,0.1,258.3,1
Gotham Stay,bing,TM - elite Passport,GP_Phrase,Gotham regency elite passport,Phrase,Active,0.9,0,11,4,0,0.51,0.1,0,1
Gotham Stay,Google,TM - elite Passport,GP_Exact,Gotham regency elite passport,Exact,Active,0.1,9.9,171,66,3,0.96,0,317.7,1
Gotham Stay,Google,TM - elite Passport,GP_Phrase,Gotham regency elite passport,Phrase,Active,1.6,9.8,26,7,0,0.47,0.1,0,1
Gotham Stay,Google,TM - elite Passport,GP_Exact,Gotham regency guest rewards,Exact,Active,1.1,8.6,5,1,0,0.01,0,0,0.9
Gotham Stay,bing,LOC-non-Gotham Regency - Search,Gotham Regency - Search,Gotham regency hotel,Exact,Active,3,0,4352,749,23,256.1,0.4,5999.3,1.2
Gotham Stay,Google,TOL LOC-non-Gotham Regency - Mobile,Gotham Regency Hotel,Gotham regency hotel,Exact,Active,0.8,3.6,921,17,0,10.37,0.7,0,1.2
Gotham Stay,Google,Gen - PV - Brand Video 2012,Gotham Regency,Gotham regency hotel,Phrase,Active,2.4,9.3,73,1,0,0.63,0.6,0,1
Gotham Stay,Google,LOC-non-Gotham Regency - Search,Gotham Regency - Search,Gotham regency hotel,Exact,Active,0.9,6.5,4805,1058,11,134.82,0.1,4592.4,1
Gotham Stay,bing,TM - elite Passport,GP_Exact,Gotham regency hotel rewards,Exact,Active,1.2,0,2,0,0,0,0,0,1
Gotham Stay,bing,TM - elite Passport,GP_Phrase,Gotham regency hotel rewards,Phrase,Active,0.7,0,1,1,0,0.26,0.3,0,0.9
Gotham Stay,Google,TM - elite Passport,GP_Exact,Gotham regency hotel rewards,Exact,Active,1,8.6,7,2,0,0.06,0,0,1
Gotham Stay,Google,TM - elite Passport,GP_Phrase,Gotham regency hotel rewards,Phrase,Active,0.7,8.2,2,0,0,0,0,0,1
Gotham Stay,Google,Gen - PV - Brand Video 2012,Gotham Regency,Gotham regency hotel room,Phrase,Active,2.9,9.4,3,1,0,0.01,0,0,0.9
Gotham Stay,Google,Gen - PV - Brand Video 2012,Gotham Regency,Gotham regency hotel rooms,Phrase,Active,2.8,9.5,2,0,0,0,0,0,0.9
Gotham Stay,Google,Gen - PV - Brand Video 2012,Gotham Regency,Gotham regency hotels,Phrase,Active,3,9.5,1,0,0,0,0,0,0.9
Gotham Stay,bing,LOC-non-Gotham Regency - Search,Gotham Regency - Search,Gotham regency inn,Exact,Active,5.3,0,17,2,0,0.63,0.3,0,1.1
Gotham Stay,Google,TOL LOC-non-Gotham Regency - Mobile,Gotham Regency Inn,Gotham regency inn,Exact,Active,0.8,6.9,9,1,0,0.06,0.1,0,0.9
Gotham Stay,Google,LOC-non-Gotham Regency - Search,Gotham Regency - Search,Gotham regency inn,Exact,Active,2.2,6.1,28,5,0,0.37,0.1,0,0.9
Gotham Stay,bing,TM - elite Passport,GP_Exact,Gotham regency points,Exact,Active,1,0,15,2,0,0.2,0.1,0,0.9
Gotham Stay,bing,TM - elite Passport,GP_Phrase,Gotham regency points,Phrase,Active,0.6,0,4,1,0,0.26,0.3,0,1.2
Gotham Stay,Google,TM - elite Passport,GP_Exact,Gotham regency points,Exact,Active,0.8,6.3,69,22,0,0.98,0,0,1
Gotham Stay,Google,TM - elite Passport,GP_Phrase,Gotham regency points,Phrase,Active,0.2,6.8,18,2,0,0.41,0.2,0,1
Gotham Stay,bing,LOC-non-Gotham Regency - Search,Gotham Regency - Search,Gotham regency resort,Exact,Active,2.6,0,189,11,0,4.51,0.4,0,1.4
Gotham Stay,Google,TOL LOC-non-Gotham Regency - Mobile,Gotham Regency Resort,Gotham regency resort,Exact,Active,0.9,5.3,97,0,0,0,0,0,1
Gotham Stay,Google,LOC-non-Gotham Regency - Search,Gotham Regency - Search,Gotham regency resort,Exact,Active,2.1,5.6,353,58,2,8.23,0.1,620.1,1
Gotham Stay,bing,TM - elite Passport,GP_Exact,Gotham regency reward program,Exact,Active,0.9,0,22,3,0,0.48,0.1,0,0.9
Gotham Stay,bing,TM - elite Passport,GP_Phrase,Gotham regency reward program,Phrase,Active,0.5,0,2,0,0,0,0,0,1
Gotham Stay,Google,TM - elite Passport,GP_Exact,Gotham regency reward program,Exact,Active,0.2,7.5,11,4,0,0.1,0,0,1
Gotham Stay,Google,TM - elite Passport,GP_Phrase,Gotham regency reward program,Phrase,Active,0.4,7,13,5,0,0.16,0,0,1
Gotham Stay,Google,Gen - PV - Brand Video 2012,Gotham Regency,Gotham regency room,Phrase,Active,2.7,9.5,8,0,0,0,0,0,0.9
Gotham Stay,Google,Gen - PV - Brand Video 2012,Gotham Regency,Gotham regency rooms,Phrase,Active,2.7,9.7,5,0,0,0,0,0,0.9
Gotham Stay,bing,LOC-non-Gotham Regency - Search,Gotham Regency - Search,Gotham regency suite,Exact,Active,2.6,0,16,1,0,0.43,0.4,0,0.9
Gotham Stay,Google,TOL LOC-non-Gotham Regency - Mobile,Gotham Regency Suite,Gotham regency suite,Exact,Active,0.9,4.9,23,0,0,0,0,0,1
Gotham Stay,Google,LOC-non-Gotham Regency - Search,Gotham Regency - Search,Gotham regency suite,Exact,Active,2.8,3.7,23,1,0,0.32,0.3,0,1
Gotham Stay,bing,LOC-non-Gotham Regency - Search,Gotham Regency - Search,Gotham regency suites,Exact,Active,7.4,0,98,7,0,2.88,0.3,0,1.3
Gotham Stay,Google,LOC-non-Gotham Regency - Search,Gotham Regency - Search,Gotham regency suites,Exact,Active,0.2,5.4,216,23,1,3.52,0.2,142.4,0.9
Gotham Stay,Google,Gen - PV - Brand Video 2012,Gotham Regency,Gotham regency video,Phrase,Active,2.7,9.1,1,0,0,0,0,0,1
Gotham Stay,bing,LOC-non-Gotham - Reservations,Gotham Reservation,Gotham reservation,Phrase,Active,0,0,156,8,2,1.26,0.2,0,2.4
Gotham Stay,Google,TOL LOC-non-Gotham - Reservations,Gotham Reservation,Gotham reservation,Phrase,Active,1.8,9.1,300,39,0,7.86,0.2,0,0.9
Gotham Stay,Google,LOC-non-Gotham - Reservations,Gotham Reservation,Gotham reservation,Phrase,Active,0.3,7,287,63,6,6.47,0.1,1546.8,1
Gotham Stay,bing,LOC-non-Gotham - Reservations,Gotham Reservation Center,Gotham reservation center,Phrase,Active,4.6,0,151,23,5,7.08,0.3,1438.2,0.9
Gotham Stay,Google,TOL LOC-non-Gotham - Reservations,Gotham Reservation Center,Gotham reservation center,Phrase,Active,1.9,6.1,38,2,0,1.82,0.8,0,1
Gotham Stay,Google,LOC-non-Gotham - Reservations,Gotham Reservation Center,Gotham reservation center,Phrase,Active,0.8,6.6,232,20,0,1.7,0.1,0,1
Gotham Stay,bing,LOC-non-Gotham - Reservations,Gotham Reservations,Gotham reservations,Phrase,Active,2.8,0,1020,238,24,43.09,0.2,4795.2,1
Gotham Stay,Google,TOL LOC-non-Gotham - Reservations,Gotham Reservations,Gotham reservations,Phrase,Active,1.6,8.3,1318,394,0,41.88,0.1,0,1
Gotham Stay,Google,LOC-non-Gotham - Reservations,Gotham Reservations,Gotham reservations,Phrase,Active,0.4,7.4,4142,1090,86,60.24,0,27469.7,1
Gotham Stay,Google,Gen - PV - Brand Video 2012,Gotham Resort,Gotham resort,Phrase,Active,2.5,9.1,105,1,0,0.18,0.2,0,1
Gotham Stay,bing,LOC-non-Gotham Hotels & Resorts - Exact,Gotham Hotels & Resorts,Gotham resorts,Exact,Active,0.1,0,2287,56,1,14.52,0.2,0,3.2
Gotham Stay,Google,Gen - PV - Brand Video 2012,Gotham Resort,Gotham resorts,Phrase,Active,2.4,8.4,11,3,0,0.52,0.2,0,1
Gotham Stay,Google,LOC-non-Gotham Hotels & Resorts - Exact,Gotham Hotels & Resorts,Gotham resorts,Exact,Active,0.5,6.3,6038,1078,22,90.02,0.1,4101.9,1
